Sally Geeson,"Sally Louise Geeson (born 23 June 1950 in Cuckfield, West Sussex, England) is an English actress with a career mostly on television in the 1970s. Her best known role was as Sid James's daughter, Sally, in Bless This House. Her character was only 16 at the start despite the fact Geeson herself was in her early 20s."
Sarah Atkinson,"Sarah (née Gaynor) Atkinson (23 October 1823 – 8 July 1893) was an Irish writer, biographer, essayist and philanthropist."
Tatiana Vilhelmová,"Tatiana Dyková, née Vilhelmová (born July 13, 1978 in Prague, Czechoslovakia) is a Czech film and stage actress. She made her professional debut in Indian Summer (1995), directed by Saša Gedeon, for which she received her first nomination for the Czech Lion. She has been nominated seven times for the award, winning once for her performance in Bohdan Sláma's Something Like Happiness (2005). She has received other international awards including a Cottbus Film Festival Award, a Buenos Aires International Festival of Independent Cinema Award, a Golden Nymph Award, a Sochi International Film Festival Award and a Shooting Stars Award."
Pavel Liska,Pavel Liška (born 29 January 1972) is a Czech actor. He appeared in more than fifty films since 1997.
Jasmine Guy,"Jasmine Guy (born March 10, 1962) is an American actress, director, singer and dancer. Guy is known for her role as Dina in the 1988 film School Daze and as Whitley Gilbert-Wayne on the NBC The Cosby Show spin-off A Different World, which originally ran from 1987 to 1993. Guy won six consecutive NAACP Image Awards from 1990 through 1995 for Outstanding Lead Actress in a Comedy Series for her role on the show. She is also known as Roxy Harvey on Dead Like Me and as Sheila ""Grams"" Bennet on The Vampire Diaries ."
Nick Searcy,"Nicholas Alan Searcy (born March 7, 1959) is an American character actor best known for portraying Chief Deputy United States Marshal Art Mullen on FX's Justified. He also had a major role in the Tom Hanks–produced miniseries From the Earth to the Moon as Deke Slayton. He also directed Gosnell: The Trial of America's Biggest Serial Killer, a film released on October 12, 2018."
Tomoko Kawakami,"Tomoko Kawakami (川上 とも子, Kawakami Tomoko, April 25, 1970 – June 9, 2011) was a Japanese voice actress. Having graduated from the Toho Gakuen College of Drama and Music, she was affiliated with Production Baobab at the time of her death."
Yuriko Fuchizaki,"Yuriko Fuchizaki (渕崎 ゆり子, Fuchizaki Yuriko, born December 5, 1968) is a Japanese actress and voice actress from Tokyo, Japan. She is a graduate of the College of Fine Arts at Nihon University a member of the talent agency Re-max. From 1987 to the beginning of 1989 her roles were credited under her real name (渕崎有里子) - the reading is unchanged."
Leah Applebaum,"Leah Applebaum is an American voice actress and Broadway actress. She is best known as the voice of Nanami Kiryu from Revolutionary Girl Utena and Erika, the Grass type Gym Leader from the internationally acclaimed Pokémon series."
Ben Mendelsohn,"Paul Benjamin Mendelsohn (born 3 April 1969) is an Australian actor, who first rose to prominence in Australia for his breakout role in The Year My Voice Broke (1987)."
Simon Lyndon,"Simon Lyndon (born 18 February 1971 in London) is an English-born Australian actor and director who grew up in Fremantle, Western Australia.  He is a WAAPA graduate."
Hayden Panettiere,"Hayden Lesley Panettiere (/ˌpænətiˈɛər/; born August 21, 1989) is an American actress, model, and singer. She is best known for her starring role as Claire Bennet on the NBC superhero series Heroes (2006–2010) and Juliette Barnes in the ABC/CMT musical drama series Nashville (2012–18), the latter of which earned her two nominations for the Golden Globe Award for Best Supporting Actress – Series, Miniseries or Television Film."
Jake McDorman,"John Allen McDorman IV (born July 8, 1986) is an American actor, best known for starring in the leading role of Brian Finch, a struggling musician who takes an intelligence enhancing pill, in the CBS television comedy-drama Limitless, from September 2015 to April 2016. McDorman also appeared as Evan Chambers in the ABC Family teen drama series Greek (2007–2011), starred in the NBC short-lived sitcom Are You There, Chelsea?, and played the role of Mike Pratt in the Showtime comedy-drama Shameless. In 2014, McDorman starred in the ABC romantic comedy/drama Manhattan Love Story. In 2018, McDorman joined the revival of Murphy Brown as Avery, Murphy's son."
JoJo Wright,"JoJo Wright (“JoJo On The Radio”) is an American radio personality, Internet show host, celebrity commentator, and film actor. He hosts the Top 40 radio show, “JoJo On The Radio,” which airs on the number one station in Los Angeles, KIIS-FM, and is nationally syndicated in more than 60 markets.  In addition, JoJo co-hosts the MSN Internet show, “Go See This Movie,” and has been a celebrity commentator on numerous shows including: CNN's “Showbiz Tonight”, MTV's “US Weekly’s Top 10 Moments of ‘The Hills’ special,” “KTLA Morning News”, “E! News,” and TV Guide specials. Also, he is featured in two upcoming films, Battlefield America and The Helpers. He also made a guest appearance as himself on Big Time Rush."
Jamie Draven,"Jamie Draven (born Jamie Donnelly on 14 May 1979) is an English actor whose career in films and television began in 1998. One of his early notable parts was as Billy's bullying older brother, Tony, in the hit 2000 film Billy Elliot and as Jamie Dow in Ultimate Force."
Grace Fulton,"Grace Caroline Fulton (born July 17, 1996) is an American actress and dancer. Fulton portrayed a young Melinda Gordon on Ghost Whisperer, Haley Farrell in Bones, and young Natalie Wood in The Mystery of Natalie Wood. She starred in the television film Back When We Were Grownups, playing young Biddy. In 2017 she appeared in the film Annabelle: Creation and in 2019 she portrayed Mary Bromfield in the DC Extended Universe film Shazam!, both of which were directed by David F. Sandberg."
Betta St. John,"Betta St. John (born Betty Jean Striegler, November 26, 1929) is an American actress, singer and dancer."
Sang-mi Nam,"Nam Sang-mi (born May 3, 1984) is a South Korean actress."
Lawrence Taylor,"Lawrence Julius Taylor (born February 4, 1959), nicknamed ""L.T."", is an American former professional American football player. Taylor played his entire professional career as a linebacker for the New York Giants (1981–1993) in the National Football League (NFL). He is widely considered to be the greatest defensive player in the history of American football."
Lloyd Battista,"Lloyd McAteer Battista (born May 14, 1937 in Cleveland, Ohio) is an American former actor and screenwriter."
Harry Van Gorkum,"Harry Van Gorkum is a British actor living in the United States. Born in London, he studied at Lancaster University before becoming a stage actor. He later moved to the United States, where he has appeared in more than eighty films since 1989."
Max Ryan,"Max Ryan (born 2 January 1967 in the North of England) is a British actor and former motocross racer. After a near-death experience in motocross he eventually turned to acting. After some lesser supporting roles in famous British soap operas and a resident personality on a popular 1990s British game show, The Price is Right, he landed a role in the Jet Li action film Kiss of the Dragon. His performance led to other opportunities such as co-starring with Steven Seagal as the main villain in The Foreigner as well as appearing in Sean Connery's The League of Extraordinary Gentlemen. Later roles include a villain in Jason Statham's Death Race and a supporting role in Sex and the City 2."
Olivia Cole,"Olivia Carlena Cole (November 26, 1942 – January 19, 2018) was an American actress."
Margaret Avery,"Margaret Avery (born January 20, 1944) is an American actress and singer. She began her career appearing on stage and later had starring roles in films including Cool Breeze (1972), Which Way Is Up? (1977), Scott Joplin (1977), and The Fish That Saved Pittsburgh (1979)."
Shuko Akune,"Shuko Akune is an American film, television and stage actress best known for such films and television series as E/R, Come See the Paradise, Alien Nation, Cruel Intentions 2, G.I. Joe: The Movie, Murphy Brown, and The Steve Harvey Show."
Jack Angel,"Jack Angel (born October 24, 1930) is an American voice actor and radio personality. He has provided voice-overs for animation and video games. Angel has voiced characters in shows by Hasbro and Hanna-Barbera such as Super Friends, The Transformers and G.I. Joe and has been involved in numerous productions by DreamWorks, Disney and Disney Pixar. Before becoming involved with voiceover work, Angel was initially a disc jockey for radio stations, namely KMPC and KFI."
Yûki Amami,"Yūki Amami (天海 祐希, Amami Yūki, born August 8, 1967) is a Japanese actress."
Lori Petty,"Lori Petty (born October 14, 1963) is an American actress and director. She is noted for her roles as Tyler Endicott in the 1991 film Point Break, Kit Keller in A League of Their Own (1992), Rae Lindley in Free Willy  (1993), and the title role in Tank Girl in 1995."
Nicholas Wilder,"Nicholas Walter George Wilder (1937 – May 12, 1989) was an American art dealer and owner of an eponymous contemporary art gallery in Los Angeles in the 1960s and 1970s. He later closed his gallery, returned to his native New York, and developed a second career as a painter."
Hiroshi Katsuno,"Hiroshi Katsuno (勝野 洋, Katsuno Hiroshi, born July 27, 1949 in Kumamoto) is a Japanese actor.　He graduated from Aoyama Gakuin University. Katsuno's debut was as a detective Texas in the television series Taiyō ni Hoero! in 1974 and he won great popularity through the role. The episode his character Texas was killed recorded 42.5% audience rating, it was highest audience rating in Taiyō ni Hoero!."
Toshiyuki Nagashima,"Toshiyuki Nagashima (永島敏行, Nagashima Toshiyuki) is a Japanese actor. He won the award for Best Newcomer at the 3rd Hochi Film Awards for Kaerazaru hibi  and for Best Actor at the 6th Hochi Film Awards for Enrai."
